tx	gene_id	KI_1	KI_2	KI_3	KI_4	KI_5	KO_1	KO_2	KO_3	KO_4	KO_5	WT_1	WT_2	WT_3	WT_4	WT_5
ENSMUST00000167891	ENSMUST00000167891	ENSMUSG00000021255	0	0	0	0	0	0	0	2.522	0	0	0	0	0	1	0
ENSMUST00000136464	ENSMUST00000136464	ENSMUSG00000021255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220511	ENSMUST00000220511	ENSMUSG00000113369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00020181758	ENSMUST00020181758	ENSMUSG00002076092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000101884	ENSMUST00000101884	ENSMUSG00000075832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000021681	ENSMUST00000021681	ENSMUSG00000021256	119	202	123	167	124	172	181	195	115	150	98	169	69	166	152
ENSMUST00000021682	ENSMUST00000021682	ENSMUSG00000021257	155.782	153.519	167.987	168.853	142.064	176.821	154.977	183.1	174.015	134.162	186.924	212.487	161.995	230.432	167.971
ENSMUST00000167813	ENSMUST00000167813	ENSMUSG00000021257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000165332	ENSMUST00000165332	ENSMUSG00000021257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000167272	ENSMUST00000167272	ENSMUSG00000021257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000163388	ENSMUST00000163388	ENSMUSG00000021257	1.218	5.481	3.013	5.818	9.662	4.011	10.023	8.9	2.985	7.838	5.076	11.513	8.484	10.568	6.029
ENSMUST00000165702	ENSMUST00000165702	ENSMUSG00000091942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000171293	ENSMUST00000171293	ENSMUSG00000021257	0	0	0	10.329	17.275	10.168	0	0	0	0	0	0	6.521	0	0
ENSMUST00000223308	ENSMUST00000223308	ENSMUSG00000059114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000095527	ENSMUST00000095527	ENSMUSG00000059114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222180	ENSMUST00000222180	ENSMUSG00000059114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000223197	ENSMUST00000223197	ENSMUSG00000059114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00020181963	ENSMUST00020181963	ENSMUSG00002075409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222765	ENSMUST00000222765	ENSMUSG00000113555	78.946	65.58	48.696	62.809	54.051	79.326	51.106	48.066	53.292	64.293	45.791	69.49	46.783	69.323	67.1
ENSMUST00000038422	ENSMUST00000038422	ENSMUSG00000034168	1887	3974	2035	2644	1870	2033	2025	2342.249	2845	2232	1257	2626	1785	2341	2298
ENSMUST00000189246	ENSMUST00000189246	ENSMUSG00000034157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000185434	ENSMUST00000185434	ENSMUSG00000034157	170.594	100.05	98.723	171.144	198.895	149.268	90.562	114.94	240.682	136.334	159.691	140.308	79.702	188.018	144.628
ENSMUST00000191032	ENSMUST00000191032	ENSMUSG00000034157	0	0	0	12.123	0	0	0	0	0	0	5.734	3.699	0	0	0
ENSMUST00000187814	ENSMUST00000187814	ENSMUSG00000034157	669.505	660.517	646.825	842.461	597.876	832.834	570.294	626.497	1145.231	742.817	607.585	908.824	893.866	1051.416	665.417
ENSMUST00000038369	ENSMUST00000038369	ENSMUSG00000034157	672.386	661.23	647.368	837.818	604.369	820.524	584.173	624.791	1139.725	746.846	600.698	909.079	893.736	1039.466	669.178
ENSMUST00000188901	ENSMUST00000188901	ENSMUSG00000034157	14.795	28.949	21.687	13.728	15.554	27.21	18.971	17.582	52.444	14.742	25.113	39.657	16.947	36.016	13.337
ENSMUST00000188046	ENSMUST00000188046	ENSMUSG00000034157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.761
ENSMUST00000185783	ENSMUST00000185783	ENSMUSG00000034157	5.686	1.866	3.11	0	0	2.163	0	0	1.911	0	6.286	0	4.978	1.453	0
ENSMUST00000186499	ENSMUST00000186499	ENSMUSG00000034157	1.229	2.369	1.288	2.455	1.306	0	0	5.191	1.171	4.261	1.199	0	1.261	2.338	1.236
ENSMUST00000190588	ENSMUST00000190588	ENSMUSG00000034157	0	0	0	0	0	0	0	0	0	0	0	0	9.51	0	0
ENSMUST00000191463	ENSMUST00000191463	ENSMUSG00000034157	3.806	4.021	0	5.271	0	0	0	0	3.834	0	8.693	5.433	0	14.293	4.443
ENSMUST00000222543	ENSMUST00000222543	ENSMUSG00000048483	9	3	3	2	7	3.688	3	4	16	4	0	4	14	9	3
ENSMUST00000223336	ENSMUST00000223336	ENSMUSG00000048483	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUST00000095521	ENSMUST00000095521	ENSMUSG00000048483	0	0	0	0	0	4.312	0	0	0	0	0	0	0	0	0
ENSMUST00000154801	ENSMUST00000154801	ENSMUSG00000034145	0	0	0	0	0	4.087	0	0	3.5	0	0	0	0	0	15
ENSMUST00000146292	ENSMUST00000146292	ENSMUSG00000034145	20	18	0	24	15	0	0	10	32.5	0	17	0	0	27	0
ENSMUST00000110187	ENSMUST00000110187	ENSMUSG00000034145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000156162	ENSMUST00000156162	ENSMUSG00000034145	0	0	0	0	0	0	0	0	0	0	0	1.817	0	0	0
ENSMUST00020182165	ENSMUST00020182165	ENSMUSG00002075870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000131878	ENSMUST00000131878	ENSMUSG00000034145	0	0	9	0	0	21.913	3	0	0	34	0	10.183	50	0	0
ENSMUST00000119807	ENSMUST00000119807	ENSMUSG00000080868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220808	ENSMUST00000220808	ENSMUSG00000112966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000110177	ENSMUST00000110177	ENSMUSG00000021032	0	3	18	4.3	0	5.788	2	0	12.311	14.716	23	4.565	0	4.358	0
ENSMUST00000021420	ENSMUST00000021420	ENSMUSG00000021032	44	0	0	25.7	33	55.212	0	31	89.689	68.284	0	27.435	127.157	62.515	32
ENSMUST00000110176	ENSMUST00000110176	ENSMUSG00000021032	0	0	0	0	0	0	0	0	0	0	0	0	1.843	2.127	0
ENSMUST00000037788	ENSMUST00000037788	ENSMUSG00000034126	777.14	746.908	584.389	766.682	601.922	706.262	770.495	614.297	692.241	721.825	436.704	715.471	613.991	799.043	606.123
ENSMUST00000222634	ENSMUST00000222634	ENSMUSG00000034126	148.742	229.294	189.165	175.303	222.935	162.958	169.576	244.374	156.084	125.78	175.72	215.171	178.319	216.696	164.942
ENSMUST00000221252	ENSMUST00000221252	ENSMUSG00000034126	13.18	6.67	5.507	8.29	0	6.624	10.578	5.61	16.953	7.582	4.758	12.197	15.037	17.822	8.018
ENSMUST00000222147	ENSMUST00000222147	ENSMUSG00000034126	25.938	26.128	13.94	35.726	12.143	27.156	36.351	22.72	22.722	31.813	16.818	21.161	17.653	33.439	23.917
ENSMUST00000222885	ENSMUST00000222885	ENSMUSG00000021033	1.885	13.02	12.146	17.136	15.909	30.799	13.011	4.6	12.493	15.607	10.76	16.716	17.467	4.913	5.34
ENSMUST00000063117	ENSMUST00000063117	ENSMUSG00000021033	794.483	596.217	611.21	851.403	840.018	852.06	777.61	646.178	689.507	564.656	601.916	895.051	659.957	845.459	786.565
ENSMUST00000220574	ENSMUST00000220574	ENSMUSG00000021033	15.342	15.098	17.374	2.858	26.796	3.141	12.378	12.221	0	15.213	8.323	26.181	17.14	7.622	8.874
ENSMUST00000221468	ENSMUST00000221468	ENSMUSG00000113918	10	13	8	5	3	6	4	7	10	12	2	12	4	5	8
ENSMUST00000220468	ENSMUST00000220468	ENSMUSG00000021033	95	108	88	104	97	159	108	102	128	71	92	105	129	146	100
ENSMUST00000222222	ENSMUST00000222222	ENSMUSG00000021033	3.29	5.665	10.27	8.603	19.277	0	0	0	0	2.524	0	25.052	9.436	3.006	17.222
ENSMUST00000037418	ENSMUST00000037418	ENSMUSG00000034111	796	892	810	813	602	957	838	881	953	1058	489	845	902	1018	825
ENSMUST00000183251	ENSMUST00000183251	ENSMUSG00000090812	0	3	1	0	0	1	0	1.597	1	0	3	0	2	0	0
ENSMUST00000183118	ENSMUST00000183118	ENSMUSG00000090812	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUST00000182869	ENSMUST00000182869	ENSMUSG00000090812	3	0	0	0	0	7	0	3.403	0	0	0	2	0	4	8
ENSMUST00000169669	ENSMUST00000169669	ENSMUSG00000090812	0	4	2	0	7	0	3	0	1	1	0	0	1	0	0
ENSMUST00000222480	ENSMUST00000222480	ENSMUSG00000072919	5	7	16	5.394	10	5.204	18	15	12	6.103	12	15	8	7.293	19
ENSMUST00000021423	ENSMUST00000021423	ENSMUSG00000072919	0	0	0	6.606	0	8.796	0	0	0	3.897	0	0	0	0	0
ENSMUST00000221768	ENSMUST00000221768	ENSMUSG00000072919	0	0	0	0	0	0	0	0	0	0	0	0	0	1.707	0
ENSMUST00000220858	ENSMUST00000220858	ENSMUSG00000021038	13.168	29.644	29.324	54.616	55.48	86.17	59.897	19.372	18.902	14.841	35.73	42.045	56.964	54.355	39.259
ENSMUST00000072744	ENSMUST00000072744	ENSMUSG00000021038	1897.639	2000.29	1729.618	1807.154	1706.414	1976.926	2037.6	1621.671	1750.129	1658.716	1316.083	2033.196	1256.067	1755.127	1628.365
ENSMUST00000021426	ENSMUST00000021426	ENSMUSG00000021038	0	60.024	26.05	38.322	7.551	14.995	15.984	36.212	24.988	0	7.238	0	0	18.686	5.183
ENSMUST00000179379	ENSMUST00000179379	ENSMUSG00000021038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000221707	ENSMUST00000221707	ENSMUSG00000021038	6.88	9.721	7.805	6.81	7.592	17.709	10.847	18.561	12.241	11.133	6.117	6.654	11.771	10.57	16.367
ENSMUST00000222350	ENSMUST00000222350	ENSMUSG00000021038	23.313	39.322	46.202	26.098	26.963	37.2	37.672	28.184	39.74	39.31	18.832	42.105	28.198	44.263	34.826
ENSMUST00000223352	ENSMUST00000223352	ENSMUSG00000021037	48.73	62.071	25.728	23.549	40.968	24.163	29.581	37.544	28.069	38.867	7.52	29.271	5.978	41.018	25.191
ENSMUST00000021425	ENSMUST00000021425	ENSMUSG00000021037	3608.97	3403.396	2826.111	3470.954	2867.643	3146.432	4169.331	3445.993	2706.998	2928.402	2310.295	3873.876	2187.606	3174.326	2850.389
ENSMUST00000222728	ENSMUST00000222728	ENSMUSG00000021037	66.491	75.235	71.012	76.553	48.559	73.014	81.795	65.497	73.513	51.738	37.177	62.42	59.264	61.366	78.347
ENSMUST00020182244	ENSMUST00020182244	ENSMUSG00002075882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000223002	ENSMUST00000223002	ENSMUSG00000021037	3.513	13.8	3.208	0	6.363	6.361	6.892	2.691	6.641	9.896	8.484	5.515	5.353	6.636	2.149
ENSMUST00000223239	ENSMUST00000223239	ENSMUSG00000021037	80.611	90.092	88.792	119.869	32.573	86.908	114.356	128.09	113.578	63.713	58.524	90.918	96.8	106.197	97.613
ENSMUST00000125733	ENSMUST00000125733	ENSMUSG00000050671	8	19	6.797	15	5	15.032	41	15.235	4	6	9	23	7	9	23
ENSMUST00000051601	ENSMUST00000051601	ENSMUSG00000050671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000145714	ENSMUST00000145714	ENSMUSG00000050671	0	0	4.203	0	0	4.968	0	2.765	0	0	0	0	0	0	0
ENSMUST00000021424	ENSMUST00000021424	ENSMUSG00000021036	6562.854	5482.963	5163.666	6023.66	4506.793	6100.081	6610.293	5534.155	4968.416	5236.331	3603.164	5024.132	4276.858	6522.289	5041.29
ENSMUST00000169845	ENSMUST00000169845	ENSMUSG00000021036	288.672	643.852	383.287	428.086	373.542	485.261	565.281	409.058	573.463	282.368	408.494	287.144	323.169	437.627	372.211
ENSMUST00000170720	ENSMUST00000170720	ENSMUSG00000021036	1192.824	1368.053	948.435	993.98	976.894	937.41	1184.882	887.299	715.722	951.945	673.874	999.61	666.698	1289.156	868.509
ENSMUST00000170110	ENSMUST00000170110	ENSMUSG00000021036	43.088	63.208	42.893	50.909	32.016	51.162	76.573	42.038	46.798	39.525	42.054	45.758	34.826	55.856	36.097
ENSMUST00000167911	ENSMUST00000167911	ENSMUSG00000021036	1016.563	1153.924	864.72	980.365	868.756	825.086	1111.971	782.449	705.601	872.831	616.414	813.357	589.449	998.073	739.894
ENSMUST00000221879	ENSMUST00000221879	ENSMUSG00000113648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000221716	ENSMUST00000221716	ENSMUSG00000113767	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUST00000220777	ENSMUST00000220777	ENSMUSG00000114103	1	0	1.008	0	0	0	0	0	1	0	0	2.014	0	1.008	0
ENSMUST00000176758	ENSMUST00000176758	ENSMUSG00000079036	36.571	154.269	163.983	145.898	125.968	144.525	167.067	110.345	88.687	118.038	108.291	102.072	76.865	168.305	67.193
ENSMUST00000162961	ENSMUST00000162961	ENSMUSG00000079036	267.749	202.93	108.592	249.8	80.48	253.39	213.154	213.9	213.017	100.976	123.772	182.703	147.387	173.385	228.403
ENSMUST00000160113	ENSMUST00000160113	ENSMUSG00000079036	187.386	185.531	184.013	160.333	141.525	242.57	207.31	73.34	182.913	72.214	108.825	239.542	93.47	238.3	192.775
ENSMUST00000162247	ENSMUST00000162247	ENSMUSG00000079036	0	0	0	0	0	0	0	61.814	0	68.375	0	0	0	0	0
ENSMUST00000161712	ENSMUST00000161712	ENSMUSG00000079036	73.05	124.152	56.323	201.592	100.064	81.867	133.845	94.394	80.27	83.632	129.693	129.282	73.911	88.358	53.49
ENSMUST00000159079	ENSMUST00000159079	ENSMUSG00000079036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000160687	ENSMUST00000160687	ENSMUSG00000079036	1.375	0	0	0	0	1.547	1.695	0	1.616	1.33	0	0	1.847	0	0
ENSMUST00000160919	ENSMUST00000160919	ENSMUSG00000079036	0	0	25.831	0	18.577	0	24.164	20.021	0	21.44	0	39.318	0	15.858	29.896
ENSMUST00000162986	ENSMUST00000162986	ENSMUSG00000079036	5.475	13.047	12.835	15.132	0	0	7.734	30.711	18.8	28.77	0	21.267	0	3.622	22.713
ENSMUST00000160850	ENSMUST00000160850	ENSMUSG00000079036	124.82	93.69	121.817	132.435	82.086	180.745	142.254	87.659	142.593	49.39	98.467	93.855	94.216	174.107	99.553
ENSMUST00000197755	ENSMUST00000197755	ENSMUSG00000105428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00020182870	ENSMUST00020182870	ENSMUSG00002076596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000187898	ENSMUST00000187898	ENSMUSG00000100306	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0
ENSMUST00000091090	ENSMUST00000091090	ENSMUSG00000079036	50.574	108.382	66.606	83.809	54.299	85.355	89.776	60.816	68.833	49.834	48.952	59.96	56.304	105.064	65.976
ENSMUST00000185301	ENSMUST00000185301	ENSMUSG00000079036	0	0	0	0	0	0	0	0	4.271	0	0	0	0	0	0
ENSMUST00000161023	ENSMUST00000161023	ENSMUSG00000021040	294.505	301.602	255.736	281.682	210.654	249.129	302.666	235.277	230.247	264.82	138.987	269.915	140.887	265.288	248.421
ENSMUST00000160488	ENSMUST00000160488	ENSMUSG00000021040	358.904	288.363	285.847	357.948	286.949	319.397	401.578	233.146	215.784	259.914	209.823	369.873	208.265	348.447	291.231
ENSMUST00000077462	ENSMUST00000077462	ENSMUSG00000021040	20.152	30.22	19.65	13.691	24.201	25.106	16.48	23.704	10.257	27.236	12.455	19.353	8.98	37.262	31.153
ENSMUST00000160880	ENSMUST00000160880	ENSMUSG00000021040	317.439	329.816	243.768	298.679	304.197	277.368	319.276	220.873	210.712	204.03	175.735	278.859	198.868	269.002	243.195
ENSMUST00000222579	ENSMUST00000222579	ENSMUSG00000021039	96.615	189.865	107.114	162.224	93.743	158.486	173.226	111.939	178.893	99.208	85.602	101.019	133.682	154.681	97.948
ENSMUST00000021428	ENSMUST00000021428	ENSMUSG00000021039	3401.385	3967.135	3031.886	3261.776	2525.257	3170.514	3476.774	2797.061	2903.107	2930.792	1939.398	3047.981	2380.318	3147.319	2740.052
ENSMUST00000223119	ENSMUST00000223119	ENSMUSG00000021039	8	10	11	19	3	6	6	5	14	4	4	5	3	5	11
ENSMUST00000222884	ENSMUST00000222884	ENSMUSG00000112943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUST00000220966	ENSMUST00000220966	ENSMUSG00000113372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220499	ENSMUST00000220499	ENSMUSG00000113805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222161	ENSMUST00000222161	ENSMUSG00000113323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000223131	ENSMUST00000223131	ENSMUSG00000113614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000110152	ENSMUST00000110152	ENSMUSG00000079034	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUST00000221512	ENSMUST00000221512	ENSMUSG00000114187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000223259	ENSMUST00000223259	ENSMUSG00000113474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222919	ENSMUST00000222919	ENSMUSG00000113803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222112	ENSMUST00000222112	ENSMUSG00000096576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000095509	ENSMUST00000095509	ENSMUSG00000096576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222332	ENSMUST00000222332	ENSMUSG00000096576	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000164838	ENSMUST00000164838	ENSMUSG00000092019	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
ENSMUST00000221055	ENSMUST00000221055	ENSMUSG00000114059	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220907	ENSMUST00000220907	ENSMUSG00000113206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220528	ENSMUST00000220528	ENSMUSG00000113489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222825	ENSMUST00000222825	ENSMUSG00000113912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000239045	ENSMUST00000239045	ENSMUSG00000118500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000221896	ENSMUST00000221896	ENSMUSG00000114074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220638	ENSMUST00000220638	ENSMUSG00000113280	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222683	ENSMUST00000222683	ENSMUSG00000113129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000164517	ENSMUST00000164517	ENSMUSG00000095724	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUST00000221137	ENSMUST00000221137	ENSMUSG00000112949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222851	ENSMUST00000222851	ENSMUSG00000114101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000221442	ENSMUST00000221442	ENSMUSG00000113201	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUST00000220970	ENSMUST00000220970	ENSMUSG00000113815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222486	ENSMUST00000222486	ENSMUSG00000113127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000110149	ENSMUST00000110149	ENSMUSG00000079031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000221697	ENSMUST00000221697	ENSMUSG00000113991	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222205	ENSMUST00000222205	ENSMUSG00000113685	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000223236	ENSMUST00000223236	ENSMUSG00000113951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220838	ENSMUST00000220838	ENSMUSG00000113011	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUST00000222629	ENSMUST00000222629	ENSMUSG00000113286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000110147	ENSMUST00000110147	ENSMUSG00000072905	0	0	0	0	0	0	0	2.002	0	0	0	1	0	2.001	1
ENSMUST00000221668	ENSMUST00000221668	ENSMUSG00000113025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220585	ENSMUST00000220585	ENSMUSG00000113971	0	0	1.001	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222898	ENSMUST00000222898	ENSMUSG00000113452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000180053	ENSMUST00000180053	ENSMUSG00000096619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220584	ENSMUST00000220584	ENSMUSG00000113748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000180803	ENSMUST00000180803	ENSMUSG00000096276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000180707	ENSMUST00000180707	ENSMUSG00000096276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000181347	ENSMUST00000181347	ENSMUSG00000096276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000110145	ENSMUST00000110145	ENSMUSG00000096276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000181843	ENSMUST00000181843	ENSMUSG00000096276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000180706	ENSMUST00000180706	ENSMUSG00000096276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000181394	ENSMUST00000181394	ENSMUSG00000096276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000181326	ENSMUST00000181326	ENSMUSG00000096276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000181031	ENSMUST00000181031	ENSMUSG00000096276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000181300	ENSMUST00000181300	ENSMUSG00000096276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222774	ENSMUST00000222774	ENSMUSG00000113103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222056	ENSMUST00000222056	ENSMUSG00000113481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000223310	ENSMUST00000223310	ENSMUSG00000113854	0	21.003	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUST00000220979	ENSMUST00000220979	ENSMUSG00000113854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222120	ENSMUST00000222120	ENSMUSG00000113533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000180285	ENSMUST00000180285	ENSMUSG00000096049	1.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000178301	ENSMUST00000178301	ENSMUSG00000096803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000178852	ENSMUST00000178852	ENSMUSG00000095717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222496	ENSMUST00000222496	ENSMUSG00000114109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220708	ENSMUST00000220708	ENSMUSG00000113658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222937	ENSMUST00000222937	ENSMUSG00000113401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000221444	ENSMUST00000221444	ENSMUSG00000113180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222108	ENSMUST00000222108	ENSMUSG00000113089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000221523	ENSMUST00000221523	ENSMUSG00000113838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000223445	ENSMUST00000223445	ENSMUSG00000113720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220924	ENSMUST00000220924	ENSMUSG00000113938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222643	ENSMUST00000222643	ENSMUSG00000113419	0	0	0	0	0	0	1.016	0	0	0	0	0	0	0	0
ENSMUST00000222311	ENSMUST00000222311	ENSMUSG00000113783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222340	ENSMUST00000222340	ENSMUSG00000114075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000202121	ENSMUST00000202121	ENSMUSG00000106721	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000076538	ENSMUST00000076538	ENSMUSG00000071207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222452	ENSMUST00000222452	ENSMUSG00000114108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220581	ENSMUST00000220581	ENSMUSG00000113677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000221704	ENSMUST00000221704	ENSMUSG00000113374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222712	ENSMUST00000222712	ENSMUSG00000113187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000221619	ENSMUST00000221619	ENSMUSG00000113400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220586	ENSMUST00000220586	ENSMUSG00000113083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000221864	ENSMUST00000221864	ENSMUSG00000113348	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222109	ENSMUST00000222109	ENSMUSG00000114060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222081	ENSMUST00000222081	ENSMUSG00000066027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222556	ENSMUST00000222556	ENSMUSG00000066027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000220521	ENSMUST00000220521	ENSMUSG00000066027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000071580	ENSMUST00000071580	ENSMUSG00000066027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000222391	ENSMUST00000222391	ENSMUSG00000066027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000221884	ENSMUST00000221884	ENSMUSG00000066027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000223172	ENSMUST00000223172	ENSMUSG00000066027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
