tx	gene_id	KI_1	KI_2	KI_3	KI_4	KI_5	KO_1	KO_2	KO_3	KO_4	KO_5	WT_1	WT_2	WT_3	WT_4	WT_5
ENSMUST00000067472	ENSMUST00000067472	ENSMUSG00000048617	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0
ENSMUST00000109740	ENSMUST00000109740	ENSMUSG00000048617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000121880	ENSMUST00000121880	ENSMUSG00000048617	1	1	1	0	2	3	0	0	1	4	0	0	0	1	0
ENSMUST00000152378	ENSMUST00000152378	ENSMUSG00000048617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000109738	ENSMUST00000109738	ENSMUSG00000052926	161.995	186.14	192.45	83.5	142.055	167.115	177.824	160.384	128.497	162.754	69.576	182.362	116.284	110.121	215.156
ENSMUST00000109736	ENSMUST00000109736	ENSMUSG00000052926	84.966	136.05	0	142.705	0	33.678	92.57	47.302	60.612	11.518	64.632	64.023	23.487	90.051	30.896
ENSMUST00000065049	ENSMUST00000065049	ENSMUSG00000052926	338.154	336.962	299.921	335.272	281.748	260.38	292.567	305.954	139.678	209.982	191.646	327.034	193.801	291.871	226.905
ENSMUST00000128972	ENSMUST00000128972	ENSMUSG00000052926	66.238	197.097	149.819	97.162	133.842	140.847	228.036	81.577	144.29	156.231	108.532	137.535	69.884	150.214	134.693
ENSMUST00000147812	ENSMUST00000147812	ENSMUSG00000052926	173.046	208.635	116.783	182.091	178.024	251.37	153.95	104.463	187.489	130.187	134.344	178.281	58.391	171.823	161.13
ENSMUST00000126029	ENSMUST00000126029	ENSMUSG00000052926	53.364	85.337	86.544	66.946	96.941	91.734	81.562	55.966	40.154	25.579	48.582	85.02	54.388	63.907	52.801
ENSMUST00000122931	ENSMUST00000122931	ENSMUSG00000052926	49.681	22.097	16.707	11.739	42.057	15.011	16.219	22.973	24.4	14.803	0	53.367	35.464	30.444	25.625
ENSMUST00000140561	ENSMUST00000140561	ENSMUSG00000052926	35.976	36.004	49.782	23.952	69.095	33.828	51.995	40.474	29.515	46.255	45.982	67.367	50.132	52.51	40.187
ENSMUST00000130902	ENSMUST00000130902	ENSMUSG00000052926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000137791	ENSMUST00000137791	ENSMUSG00000052926	19.579	29.678	25.995	14.632	32.237	27.037	22.276	20.907	15.365	25.692	6.706	31.01	10.169	23.061	17.607
ENSMUST00000214133	ENSMUST00000214133	ENSMUSG00000111184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000109734	ENSMUST00000109734	ENSMUSG00000005161	465.353	492.788	564.339	510.469	393.856	374.98	595.602	536.664	389.8	413.563	283.104	512.662	261.323	367.008	513.498
ENSMUST00000005292	ENSMUST00000005292	ENSMUSG00000005161	3093.332	3454.138	3047.525	3245.446	2005.844	3277.414	3882.486	3251.226	2644.88	2419.247	2018.027	3762.535	1687.244	2502.874	2942.007
ENSMUST00000138748	ENSMUST00000138748	ENSMUSG00000005161	19.39	44.441	31.757	34.395	14.336	30.748	41.04	15.515	49.069	25.354	22.168	27.924	17.871	23.247	43.372
ENSMUST00000143402	ENSMUST00000143402	ENSMUSG00000005161	92.082	78.148	141.014	220.617	187.43	122.964	216.34	148.498	81.111	59.66	64.752	90.797	33.589	112.074	99.99
ENSMUST00000109733	ENSMUST00000109733	ENSMUSG00000005161	28.566	14.046	24.66	31.609	33.761	23.607	17.621	46.484	29.091	24.533	6.272	17.283	13.022	20.394	31.222
ENSMUST00000125893	ENSMUST00000125893	ENSMUSG00000005161	134.879	114.675	84.865	139.641	95.131	117.939	147.054	126.308	151.92	79.217	52.06	165.651	28.03	67.713	123.928
ENSMUST00000164807	ENSMUST00000164807	ENSMUSG00000005161	1478.053	1764.676	1444.751	1985.053	1733.712	1744.738	2117.616	1599.31	1160.403	1287.792	1118.681	2013.533	910.139	1680.138	1858.616
ENSMUST00000127215	ENSMUST00000127215	ENSMUSG00000005161	1233.302	1272.891	1355.743	1369.659	1116.831	1338.53	1658.99	1326.882	997.533	821.569	779.849	1656.457	664.712	1040.551	1146.075
ENSMUST00000209372	ENSMUST00000209372	ENSMUSG00000052837	5	6	4	6	4	1	2	0	1	1	0	1	0	6	7
ENSMUST00000064922	ENSMUST00000064922	ENSMUSG00000052837	5104	9156	5472	5362	3661	3364	4375	4068	5006	2320	2400	4132	2195	3931	3933
ENSMUST00000209764	ENSMUST00000209764	ENSMUSG00000052566	423.079	434.688	379.231	465.022	363.752	580.409	441.048	436.757	396.63	303.394	366.667	433.112	371.497	635.581	391.509
ENSMUST00000064495	ENSMUST00000064495	ENSMUSG00000052566	1642.421	2214.342	1599.477	1931.839	1736.693	1865.851	1855.968	1387.607	1569.696	1362.503	1256.022	1933.185	1114.015	1909.732	1588.684
ENSMUST00000210326	ENSMUST00000210326	ENSMUSG00000052566	91.703	131.031	64.132	84.878	98.729	120.078	106.824	99.273	119.757	59.623	82.505	99.175	59.322	114.883	95.67
ENSMUST00000209652	ENSMUST00000209652	ENSMUSG00000052566	2.797	15.939	14.161	10.261	19.826	26.663	22.16	8.362	10.917	11.48	18.806	11.529	12.166	18.805	9.137
ENSMUST00000209322	ENSMUST00000209322	ENSMUSG00000052819	0	0	0	352.615	137.74	0	0	0	0	115.239	0	190.949	0	628.411	22.478
ENSMUST00000059072	ENSMUST00000059072	ENSMUSG00000052819	719.439	279.51	593.269	1067.65	134.97	674.767	353.86	264.036	897.732	435.896	575.557	203.1	693.198	177.283	357.591
ENSMUST00000209421	ENSMUST00000209421	ENSMUSG00000052819	226.561	63.49	149.731	204.734	28.29	126.233	36.14	104.964	125.268	48.865	259.443	58.951	150.802	141.306	56.931
ENSMUST00000064314	ENSMUST00000064314	ENSMUSG00000052456	1432.697	1840.729	1272.152	1629.584	1267.315	1513.946	1762.846	1414.371	1155.261	1309.034	976.162	1690.441	884.376	1677.721	1292.311
ENSMUST00000209834	ENSMUST00000209834	ENSMUSG00000052456	13.017	24.07	12.429	19.258	11.587	11.976	23.699	12.458	27.659	7.784	21.778	22.419	18.387	11.984	12.144
ENSMUST00000211702	ENSMUST00000211702	ENSMUSG00000052456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000211221	ENSMUST00000211221	ENSMUSG00000052456	21.286	19.201	19.419	10.158	12.099	11.078	23.455	16.171	11.08	11.182	14.06	7.14	11.237	15.295	19.545
ENSMUST00000047281	ENSMUST00000047281	ENSMUSG00000041203	2469	2974	2196	2535	2090	2288	2595	2101	1841	2097	1578	2745	1547	2540	2079
ENSMUST00000093360	ENSMUST00000093360	ENSMUSG00000031691	2431.845	2936.061	2040.482	2373.17	1806.977	2682.117	2617.164	2481.505	2120.141	2098.198	1657.803	2491.07	1576.845	2559.05	2419.245
ENSMUST00000211601	ENSMUST00000211601	ENSMUSG00000031691	645.127	687.337	589.097	801.964	645.114	868.242	893.612	757.573	511.043	679.618	701.682	975.016	536.901	882.437	788.674
ENSMUST00000166592	ENSMUST00000166592	ENSMUSG00000031691	35.197	0	48.735	52.464	36.951	84.097	135.963	27.926	0	0	0	185.542	216.017	0	0
ENSMUST00000210945	ENSMUST00000210945	ENSMUSG00000031691	16.685	0	0	42.261	56.917	14.594	52.424	11.74	0	0	6.739	34.108	0	0	0
ENSMUST00000210576	ENSMUST00000210576	ENSMUSG00000031691	522.154	678.672	474.877	614.879	390.275	620.296	750.035	609.004	531.974	375.451	451.667	781.888	324.47	583.768	609.778
ENSMUST00000210117	ENSMUST00000210117	ENSMUSG00000031691	16.558	28.331	16.809	44.224	43.325	29.305	34.278	35.677	25.713	15.633	19.952	14.142	18.548	16.163	24.902
ENSMUST00000104339	ENSMUST00000104339	ENSMUSG00000077527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000210461	ENSMUST00000210461	ENSMUSG00000031691	2.434	5.598	0	9.038	8.441	2.349	2.524	3.575	1.128	1.099	1.157	1.235	1.219	2.582	5.401
ENSMUST00000125244	ENSMUST00000125244	ENSMUSG00000087026	8	7.882	0	6	11	0	6.139	10.19	7	6	5	8.823	0	5	9
ENSMUST00000156084	ENSMUST00000156084	ENSMUSG00000087026	0	17.118	10	0	0	9	1.861	9.81	0	0	0	2.177	8	0	0
ENSMUST00000095220	ENSMUST00000095220	ENSMUSG00000008167	459.337	724.379	480.966	605.793	462.213	481.561	566.772	389.112	327.867	378.074	358.658	618.252	358.727	491.922	507.32
ENSMUST00000139721	ENSMUST00000139721	ENSMUSG00000008167	140.664	148.019	66.947	197.901	106.668	236.624	195.206	315.964	153.98	138.051	138.009	260.181	0	176.962	68.26
ENSMUST00000145479	ENSMUST00000145479	ENSMUSG00000008167	0	17.125	5.877	6.124	2.924	3.343	3.159	12.184	0	3.07	13.399	3.795	3.973	9.443	17.785
ENSMUST00000152884	ENSMUST00000152884	ENSMUSG00000008167	40.907	76.898	64.846	35.244	47.397	70.513	68.182	44.502	63.21	20.189	33.133	48.088	43.806	27.907	77.076
ENSMUST00000142036	ENSMUST00000142036	ENSMUSG00000008167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000183657	ENSMUST00000183657	ENSMUSG00000099076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000125109	ENSMUST00000125109	ENSMUSG00000008167	6.306	0	0	0	0	0	0	11.08	0	0	0	0	0	0	0
ENSMUST00000143763	ENSMUST00000143763	ENSMUSG00000008167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000151962	ENSMUST00000151962	ENSMUSG00000008167	1.894	17.001	6.909	12.285	6.783	15.699	12.078	12.159	10.466	1.832	25.429	12.489	2.04	10.529	19.399
ENSMUST00000141183	ENSMUST00000141183	ENSMUSG00000008167	3.892	13.578	6.456	2.653	5.014	17.26	12.603	0	4.477	15.783	7.373	5.194	9.453	5.238	5.16
ENSMUST00000177563	ENSMUST00000177563	ENSMUSG00000095845	1	1	1	1	2	4	1	1	1	0	0	1	2	1	4
ENSMUST00000078665	ENSMUST00000078665	ENSMUSG00000060038	420.868	479.099	357.568	393.246	415.682	316.305	352.78	379.587	237.429	259.259	261.257	357.844	225.627	448.744	355.134
ENSMUST00000152871	ENSMUST00000152871	ENSMUSG00000060038	0	9.064	0	0	0	0	3.338	0	0	0	0	0	0	0	0
ENSMUST00000129826	ENSMUST00000129826	ENSMUSG00000060038	27.351	53.176	49.688	55.807	33.488	52.274	55.773	49.987	38.177	38.77	40.348	53.346	37.313	39.915	33.199
ENSMUST00000142210	ENSMUST00000142210	ENSMUSG00000060038	0	12.491	4.44	9.977	7.274	0	5.903	5.404	6.837	3.668	0	7.455	2.739	2.198	5.483
ENSMUST00000154575	ENSMUST00000154575	ENSMUSG00000060038	4.974	21.6	3.536	9	0	7.41	6.558	7.177	8.252	3.889	4.686	8.243	5.389	18.713	14.445
ENSMUST00000142422	ENSMUST00000142422	ENSMUSG00000060038	46.572	107.453	57.374	94.008	65.556	115.01	120.84	70.328	110.304	59.414	57.986	150.4	85.656	58.036	71.912
ENSMUST00000132766	ENSMUST00000132766	ENSMUSG00000060038	0	1.599	3.395	3.453	0	0	0	0	0	0	1.723	6.926	2.277	1.394	1.603
ENSMUST00000132356	ENSMUST00000132356	ENSMUSG00000060038	3.234	5.518	0	3.508	0	0	4.809	12.517	0	0	0	14.786	0	0	21.225
ENSMUST00000131909	ENSMUST00000131909	ENSMUSG00000005150	56.223	106.315	72.454	92.947	65.66	140.181	56.445	79.006	35.601	51.996	52.705	142.011	24.211	54.758	56.918
ENSMUST00000136696	ENSMUST00000136696	ENSMUSG00000005150	12.268	0	0	0	0	23.482	70.745	0	46.12	29.988	0	0	22.751	36.001	0
ENSMUST00000093357	ENSMUST00000093357	ENSMUSG00000005150	256.676	377.291	267.349	338.539	282.38	396.681	434.176	336.111	331.375	293.573	215.983	421.888	131.49	421.381	306.126
ENSMUST00000145880	ENSMUST00000145880	ENSMUSG00000005150	0	0	0	0	0	3.137	0	0	0	0	0	0	0	0	0
ENSMUST00000142201	ENSMUST00000142201	ENSMUSG00000005150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000146900	ENSMUST00000146900	ENSMUSG00000005150	0	32.54	0	0	0	17.162	0	23.258	0	0	35.611	19.507	13.607	14.723	0
ENSMUST00000152186	ENSMUST00000152186	ENSMUSG00000005150	30.833	83.688	61.538	57.757	51.101	62.696	51.056	44.32	55.352	38.475	49.702	58.749	36.624	51.542	68.241
ENSMUST00000152785	ENSMUST00000152785	ENSMUSG00000005150	0	15.005	2.519	5.757	0	5.661	0	0	0	4.936	0	0	9.536	0	2.42
ENSMUST00000149050	ENSMUST00000149050	ENSMUSG00000005150	0	0	0	0	0	0	0	0	1.74	0	0	0	0	0	2.695
ENSMUST00000135463	ENSMUST00000135463	ENSMUSG00000005150	0	3.16	7.14	0	1.858	0	5.578	8.304	3.812	2.032	0	9.846	1.78	4.596	7.6
ENSMUST00000079764	ENSMUST00000079764	ENSMUSG00000059355	698.775	787.292	552.768	623.558	535.547	691.462	740.866	562.041	521.928	542.89	466.789	898.313	379.05	803.499	578.509
ENSMUST00000148592	ENSMUST00000148592	ENSMUSG00000059355	66.18	97.435	72.009	68.475	44.721	57.209	78.791	40.366	53.714	72.328	45.209	54.807	60.397	49.501	76.158
ENSMUST00000140621	ENSMUST00000140621	ENSMUSG00000059355	40.044	33.272	32.223	77.967	36.732	73.33	69.343	42.592	32.358	15.781	6.002	18.88	51.552	0	14.333
ENSMUST00000210991	ENSMUST00000210991	ENSMUSG00000005142	92.023	150.082	100.127	133.966	101.814	158.234	147.193	113.362	153.905	107.009	107.3	134.277	107.127	151.595	120.266
ENSMUST00000209361	ENSMUST00000209361	ENSMUSG00000005142	36.37	75.25	45.271	59.742	32.839	57.575	18.02	29.322	33.623	59.598	68.905	115.002	40.812	60.307	0
ENSMUST00000209264	ENSMUST00000209264	ENSMUSG00000005142	0	0	14.903	0	4.762	23.263	33.849	0	4.733	0	5.809	0	12.387	15.401	0
ENSMUST00000034121	ENSMUST00000034121	ENSMUSG00000005142	4929.739	4260.314	4582.316	4719.741	3937.856	5363.592	5437.255	5151.517	4011.467	4916.075	3659.368	5319.939	2795.051	5550.749	4013.288
ENSMUST00000211379	ENSMUST00000211379	ENSMUSG00000005142	69.757	137.042	104.311	79.209	65.449	199.887	150.94	143.401	172.807	113.438	102.618	162.402	104.828	128.058	83.866
ENSMUST00000211223	ENSMUST00000211223	ENSMUSG00000005142	14.111	9.312	17.071	28.342	23.281	30.448	10.743	18.397	23.465	21.881	0	31.38	24.795	34.89	30.58
ENSMUST00000211109	ENSMUST00000211109	ENSMUSG00000074194	53.384	78.492	90.074	105	59.434	141.166	71.268	96	93.184	108	64.485	96.975	62.194	138	90
ENSMUST00000098550	ENSMUST00000098550	ENSMUSG00000074194	41.616	33.508	19.926	0	14.566	29.834	16.732	0	26.816	0	20.515	32.025	24.806	0	0
ENSMUST00020182794	ENSMUST00020182794	ENSMUSG00002076940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000210385	ENSMUST00000210385	ENSMUSG00000110219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000209823	ENSMUST00000209823	ENSMUSG00000110386	1523.294	3703.402	3649.979	1148.397	2473.504	3826.578	1459.847	3993.693	969.448	2029.306	1970.292	4467.769	550.436	3124.581	2167.737
ENSMUST00000210128	ENSMUST00000210128	ENSMUSG00000110200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000211617	ENSMUST00000211617	ENSMUSG00000062687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000076896	ENSMUST00000076896	ENSMUSG00000062687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000218663	ENSMUST00000218663	ENSMUSG00000051952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000070849	ENSMUST00000070849	ENSMUSG00000051952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000034131	ENSMUST00000034131	ENSMUSG00000031696	6290.124	6634.264	5424.745	6175.476	5356.692	5887.164	5997.47	5357.766	4960.055	5810.484	3690.978	5501.594	4006.645	6567.162	5207.142
ENSMUST00000209277	ENSMUST00000209277	ENSMUSG00000031696	107.426	146.775	77.385	128.786	103.863	155.026	160.754	109.606	156.977	103.431	99.651	119.076	131.747	125.93	125.812
ENSMUST00000209228	ENSMUST00000209228	ENSMUSG00000031696	0	0	0	0	0	0	0	0	0	0	0	0	1.399	0	0
ENSMUST00000211479	ENSMUST00000211479	ENSMUSG00000031696	8.391	20.936	10.826	10.718	10.412	4.707	10.775	4.581	13.954	6.025	13.362	14.316	12.205	11.894	7.035
ENSMUST00000211154	ENSMUST00000211154	ENSMUSG00000031696	7.059	8.025	4.044	4.02	9.033	7.102	9	6.047	7.015	8.059	2.009	7.013	2.004	2.014	6.012
ENSMUST00000211597	ENSMUST00000211597	ENSMUSG00000031697	0	23.094	6.401	17.466	3.806	21.419	12.189	13.827	10.663	4.534	4.91	11.725	23.336	9.247	7.496
ENSMUST00000211396	ENSMUST00000211396	ENSMUSG00000031697	5.583	0	0	11.457	0	6.761	0	0	0	0	0	0	0	13.115	2.583
ENSMUST00000170141	ENSMUST00000170141	ENSMUSG00000031697	29.232	63.455	43.728	24.803	72.629	31.891	59.403	30.253	35.704	70.636	23.376	30.544	18.094	55.405	49.192
ENSMUST00000034132	ENSMUST00000034132	ENSMUSG00000031697	693.687	841.668	641.282	703.143	448.298	466.612	664.25	465.984	416.321	392.887	315.009	538.912	334.281	537.337	490.404
ENSMUST00000209733	ENSMUST00000209733	ENSMUSG00000031697	14.788	26.839	14.588	16.537	13.131	13.453	25.398	26.916	21.665	18.748	16.881	11.943	21.954	28.329	24.646
ENSMUST00000210146	ENSMUST00000210146	ENSMUSG00000031697	32.231	0	10.422	0	0	10.347	15.99	56.02	6.108	23.194	18.825	0	0	23.913	0
ENSMUST00000210458	ENSMUST00000210458	ENSMUSG00000031697	8.479	3.945	5.579	1.594	14.136	5.517	7.77	0	3.539	0	0	4.876	6.336	7.653	1.68
ENSMUST00000157719	ENSMUST00000157719	ENSMUSG00000088344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000034133	ENSMUST00000034133	ENSMUSG00000031698	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUST00000122452	ENSMUST00000122452	ENSMUSG00000031698	0	0	0	6	2	0	1	3	1	0	0	0	8	4	4
ENSMUST00000121972	ENSMUST00000121972	ENSMUSG00000031698	3	1	3	0	0	3	0	0	0	4	1	0	0	0	0
ENSMUST00000151550	ENSMUST00000151550	ENSMUSG00000084895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000137290	ENSMUST00000137290	ENSMUSG00000031698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000138825	ENSMUST00000138825	ENSMUSG00000031698	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUST00000047749	ENSMUST00000047749	ENSMUSG00000036934	399.664	462.179	337	385.338	259.914	450.349	579.425	500.547	431	310.812	227	438.168	292.012	336	458.713
ENSMUST00000209355	ENSMUST00000209355	ENSMUSG00000036934	3.336	2.821	0	9.662	46.086	2.651	7.575	7.453	0	3.188	0	13.832	11.988	0	23.287
ENSMUST00000210556	ENSMUST00000210556	ENSMUSG00000036934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000211717	ENSMUST00000211717	ENSMUSG00000109790	1	3	0	0	1	1	4	5	0	1	2	7	3	2	2
ENSMUST00000194864	ENSMUST00000194864	ENSMUSG00000103341	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000195451	ENSMUST00000195451	ENSMUSG00000103341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000034136	ENSMUST00000034136	ENSMUSG00000031700	1339.461	1429.246	1268.294	1094.162	1330.713	1486.946	1758.813	1663.584	1434.417	1140.028	1013.247	1383.17	1259.69	1247.474	1699.314
ENSMUST00000132932	ENSMUST00000132932	ENSMUSG00000031700	28.955	43.863	25.847	30.838	46.805	55.374	52.499	34.867	91.664	12.972	24.025	35.909	21.487	27.998	33.088
ENSMUST00000143659	ENSMUST00000143659	ENSMUSG00000031700	1.158	0	0	0	0	2.275	2.305	1.055	0	0	0	0	0	0	0
ENSMUST00000140189	ENSMUST00000140189	ENSMUSG00000031700	2.426	0	7.859	0	9.308	3.03	24.383	6.494	10.919	0	6.728	0	11.823	2.528	2.598
ENSMUST00000143846	ENSMUST00000143846	ENSMUSG00000031700	0	13.891	0	0	23.174	17.375	0	0	0	0	0	19.921	0	0	0
ENSMUST00000034138	ENSMUST00000034138	ENSMUSG00000031701	5681.221	6647.328	5302.392	6113.021	4872.092	5654.803	6183.089	5315.785	4761.156	4908.972	3734.427	5898.047	3690.853	5518.328	4808.242
ENSMUST00000211630	ENSMUST00000211630	ENSMUSG00000031701	146.779	231.672	88.608	209.979	104.908	145.197	145.911	132.215	158.844	159.028	107.573	162.953	91.147	249.672	152.758
ENSMUST00000210575	ENSMUST00000210575	ENSMUSG00000110341	7	14	7	5	7	5	8	11	4	5	11	5	1	3	10
ENSMUST00000211727	ENSMUST00000211727	ENSMUSG00000109731	0	0	0	3	1	0	2	2	0	1	4	1	0	0	2
ENSMUST00000109686	ENSMUST00000109686	ENSMUSG00000036902	347.41	762.862	577.535	503.817	198.817	339.667	551.018	527.483	564.249	327.276	327.897	301.99	372.869	301.75	551.044
ENSMUST00000209259	ENSMUST00000209259	ENSMUSG00000036902	41.177	34.763	44.303	49.034	9.748	60.891	33.052	7.858	29.361	0	21.744	27.81	21.605	8.189	90.46
ENSMUST00000209479	ENSMUST00000209479	ENSMUSG00000036902	71.833	177.255	270.824	328.761	205.577	0	319.817	285.294	202.023	200.966	0	212.356	86.39	0	222.218
ENSMUST00000216286	ENSMUST00000216286	ENSMUSG00000036902	280.58	400.12	323.338	293.388	194.858	156.442	349.113	317.366	242.367	159.366	112.358	228.844	218.136	165.061	322.278
ENSMUST00000215046	ENSMUST00000215046	ENSMUSG00000036902	0	0	0	0	0	0	0	0	0	31.393	0	0	0	0	0
ENSMUST00000184375	ENSMUST00000184375	ENSMUSG00000098388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000034140	ENSMUST00000034140	ENSMUSG00000031703	4721.74	4020.789	3820.597	4533.532	3871.04	4626.926	4371.015	3836.985	3682.15	4018.501	2850.566	3837.037	3168.839	4838.521	3823.135
ENSMUST00000210604	ENSMUST00000210604	ENSMUSG00000031703	32.971	48.199	36.124	47.295	34.173	35.981	24.687	26.989	44.101	32.749	24.786	24.805	26.739	39.168	26.732
ENSMUST00000210912	ENSMUST00000210912	ENSMUSG00000109754	1	0	0	0	3	0	0	0	1	0	0	0	0	0	1
ENSMUST00000210572	ENSMUST00000210572	ENSMUSG00000031703	50.217	78.409	70.856	56.614	52.382	80.753	91.387	61.522	77.299	39.628	66.82	66.462	82.762	72.018	59.947
ENSMUST00000210133	ENSMUST00000210133	ENSMUSG00000031703	42.072	56.603	57.422	52.559	48.404	73.34	63.911	49.505	81.45	41.121	34.827	38.696	34.66	60.294	65.186
ENSMUST00000159716	ENSMUST00000159716	ENSMUSG00000036879	19.068	27.757	15.526	13.961	13.472	24.44	13.329	13.536	12.506	10.613	17.181	19.369	3.863	27.281	25.514
ENSMUST00000160611	ENSMUST00000160611	ENSMUSG00000036879	36.912	48.335	35.562	37.538	41.881	66.515	42.868	56.493	47.907	17.328	39.402	48.796	32.715	42.642	52.74
ENSMUST00000053771	ENSMUST00000053771	ENSMUSG00000036879	1378.083	1595.369	1346.772	1802.619	1595.131	1755.451	1634.32	1395.153	1586.849	1360.409	1278.31	1645.582	1127.346	1563.601	1534.554
ENSMUST00000159882	ENSMUST00000159882	ENSMUSG00000036879	13.273	22.24	14.214	22.46	29.062	17.498	28.366	14.494	27.781	5.612	12.438	23.117	17.035	6.024	6.913
ENSMUST00000161850	ENSMUST00000161850	ENSMUSG00000036879	4.967	0	28.239	31.951	7.598	13.506	15.685	21.876	29.037	35.713	4.811	14.855	3.017	29.841	6.871
ENSMUST00000162464	ENSMUST00000162464	ENSMUSG00000036879	45.792	41.29	46.187	62.055	14.467	68.988	47.769	18.013	59.292	38.342	43.036	62.76	30.314	59.319	34.399
ENSMUST00000162981	ENSMUST00000162981	ENSMUSG00000036879	7.845	10.873	15.347	14.333	6.086	10.369	6.771	15.112	14.502	12.015	4.654	5.47	8.517	6.798	10.201
ENSMUST00000160428	ENSMUST00000160428	ENSMUSG00000090043	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
ENSMUST00000183645	ENSMUST00000183645	ENSMUSG00000098439	33	42	28	28	37	38	42	33	44	19	17	27	23	19	40
ENSMUST00000160731	ENSMUST00000160731	ENSMUSG00000036879	2.523	6.442	16.923	3.458	6.078	35.788	28.508	13.343	21.895	15.31	3.41	9.447	0	8.609	14.555
ENSMUST00000162305	ENSMUST00000162305	ENSMUSG00000036879	231.537	128.693	200.231	223.626	126.224	251.446	193.384	95.979	152.231	96.659	116.759	190.605	104.193	179.885	163.253
ENSMUST00000157567	ENSMUST00000157567	ENSMUSG00000088192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000083803	ENSMUST00000083803	ENSMUSG00000065737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000129898	ENSMUST00000129898	ENSMUSG00000036872	0	3.45	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000131423	ENSMUST00000131423	ENSMUSG00000036872	0	4.917	8.104	1.611	0	0	0	0	6.853	1.606	0	1.658	0	0	0
ENSMUST00000156066	ENSMUST00000156066	ENSMUSG00000036872	0	37.634	9.896	14.389	0	4	11	6	13.626	16.394	0	7.342	9	2.949	11.145
ENSMUST00000080115	ENSMUST00000080115	ENSMUSG00000036872	3	0	0	0	0	0	0	0	0	0	0	0	0	2.051	7.855
ENSMUST00000131806	ENSMUST00000131806	ENSMUSG00000036872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000156610	ENSMUST00000156610	ENSMUSG00000036872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000152438	ENSMUST00000152438	ENSMUSG00000036872	0	0	0	1	1	0	0	1	4.521	0	0	0	0	0	0
ENSMUST00020183115	ENSMUST00020183115	ENSMUSG00002076139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000034141	ENSMUST00000034141	ENSMUSG00000047866	2461.268	2245.332	1948.558	2437.977	2197.481	2603.111	2459.498	2152.683	2283.312	2159.708	1756.014	2571.642	2012.497	2661.334	2327.773
ENSMUST00000155433	ENSMUST00000155433	ENSMUSG00000047866	65.732	78.668	86.405	101.655	63.519	105.889	100.978	88.317	108.688	73.292	80.52	66.358	63.009	94.622	50.227
ENSMUST00000122188	ENSMUST00000122188	ENSMUSG00000047866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000121673	ENSMUST00000121673	ENSMUSG00000047866	0	0	42.037	33.368	0	0	53.524	0	0	0	11.466	0	51.494	42.044	0
ENSMUST00000120728	ENSMUST00000120728	ENSMUSG00000082484	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUST00000082690	ENSMUST00000082690	ENSMUSG00000064624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
