gene_id	gene_name	KI_1	KI_2	KI_3	KI_4	KI_5	KO_1	KO_2	KO_3	KO_4	KO_5	WT_1	WT_2	WT_3	WT_4	WT_5
ENSMUSG00000083485	Gm12308	0	0	0	0	0	0	0	0	0	0	4.09620935785818	0	0	0	0
ENSMUSG00000083486	Gm14521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083487	Gm13888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083488	Gm8534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083489	Gm11784	6.11458377278016	0	2.74774938624855	0	5.75183386558387	3.15062072229209	0	0	0	6.72651089645159	2.98349892984648	0	2.99503081136499	0	0
ENSMUSG00000083490	Gm14940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083491	Gm12423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083492	Gm14515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083493	Gm15044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083494	Gm12873	3.66730214692623	0	0	0	10.2251925536153	7.55392685579413	0	7.11645753783676	0	0	7.16364124247665	3.06170573368705	0	3.66356406519645	3.50455121034758
ENSMUSG00000083495	Gm13877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083496	Gm11263	10.7563686168622	18.1724636590092	7.40478362648672	14.8383277725324	0	15.1238627227926	6.639842963334	7.33780936235452	6.24383643226429	2.04211895508314	7.91221698115961	10.4317002928475	4.24768777011012	3.71750059350122	0
ENSMUSG00000083498	Gm14172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083499	Gm14609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083500	Gm15470	1.57480912282953	2.55850178377192	2.15325166266135	0	0	0.812161585655556	0.581972678430789	1.53610346131242	0.873365686086967	0	0	0.660985334053981	0	0.780040750346776	0.763454444428638
ENSMUSG00000083501	Gm12255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083502	Gm14861	3.25555190879559	7.05369801935676	0	0	0	0	0	0	0	0	0	2.72042031444673	0	0	0
ENSMUSG00000083503	Gm13407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083505	Gm7541	7.66988255428454	5.53798795736297	9.21752437913988	5.40104078866694	9.72135515199335	18.4448650643311	13.4518148486332	17.4151462368835	11.4928696724636	14.0478360785127	4.98182699291823	6.41817082744759	12.5228983855657	2.54880574792642	9.83286601510697
ENSMUSG00000083507	Gm12842	0	0	0	0	0	0	0	0	6.84496380539082	0	0	0	2.97597807749112	3.032510887969	0
ENSMUSG00000083508	Gm6027	0	0	0	1.68902495001756	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083509	Defa-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083510	Gm13478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083512	Gm12749	0	1.03307871673346	0	1.05175818552853	0	0	0	0	0	0	0	0.801008156776767	0	0	0.924468935405628
ENSMUSG00000083513	Olfr647-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083514	Gm11881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083515	Gm14577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083516	Gm15196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083517	Gm14998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083518	Gm9429	1.3486746365381	0	0	1.41950304653067	1.31666246540356	1.38982664512314	0	0	0	0	0	0	0	0	0
ENSMUSG00000083519	Gm13674	0	0	0	0	0	0	0	0	0	0	1.39689533318883	0	0	0	0
ENSMUSG00000083520	Gm6418	0	0	0	0	0	0.286939838753968	0	0	0	0	0	0	0	0	0
ENSMUSG00000083522	Gm15321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083524	Mup-ps21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083527	Gm12001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083528	Gm13432	10.4770889595023	0	0	0	9.26522740205899	0	0	0	23.2915261500271	0	10.0924431692288	0	0	10.3232329127408	0
ENSMUSG00000083530	Gm13867	0	0	0	0	3.77066041423534	0	0	3.95982267036805	0	0	0	0	0	0	0
ENSMUSG00000083533	Gm13450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083534	H2-M6-ps	1.09158041300677	0	0	0	0	1.12481047688549	1.14461641294155	2.12887307577584	0	0	0	0.915807468708842	1.06810537198097	0	0
ENSMUSG00000083535	Gm14381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083536	Gm15808	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14783411349863	0
ENSMUSG00000083537	Gm14942	0	5.866173771958	0	0	0	0	0	0	0	0	5.28694306919855	0	0	0	0
ENSMUSG00000083538	Gm16016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083539	Gm12466	0	0	0	2.19507814084355	0	0	0	0	2.33064923935265	0	0	0	0	0	0
ENSMUSG00000083541	Gm12585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083542	Olfr1379-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083543	Gm14663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083544	Oat-rs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.820482636729617	0
